vehicle_type,engine_capacity_cc,oil_filter_change_date,current_date,oil_filter_age_days,km_after_change,road_type,load_type,avg_oil_temperature,oil_viscosity_index,engine_rpm_avg,idling_percentage,ambient_temperature,fuel_type,driving_style,oil_pressure,oil_level_pct,coolant_temp,oil_filter_condition
SUV,2266,2024-02-25,2024-07-21,147,22432,highway,heavy,102.93815252871164,76.55042133619145,2308,19,33.241895930328766,Diesel,normal,3.098172563076731,61,87.72191670196547,Yellow
SUV,2206,2024-01-12,2024-02-07,26,3393,highway,light,86.56712486635358,85.66631648858554,1709,20,30.222736465520676,Petrol,calm,3.3443189895707373,79,85.90120394338338,Green
Bus,4618,2024-01-15,2024-04-14,90,11260,offroad,medium,110.8844134208913,90.36978687860238,2785,10,43.53039576989901,CNG,normal,2.977700644659583,68,85.28557204233068,Light-Green
Truck,7992,2023-11-21,2024-12-14,389,15410,mixed,light,104.89147736067437,83.12008256801957,2414,39,19.583961267661778,Diesel,normal,4.996565293269949,52,88.315758304505,Red
Hatchback,2128,2023-07-31,2024-05-13,287,35916,city,medium,91.4240468431268,40.830711902150775,2888,5,15.385028167438906,Petrol,aggressive,3.7538489477114934,67,92.20088011890228,Dark-Orange
LCV,3925,2024-01-15,2024-07-24,191,15846,offroad,heavy,103.91186693418388,56.937820801504465,2079,15,20.82684601015244,CNG,calm,3.399638699472195,52,109.51023730770098,Dark-Orange
Hatchback,2243,2024-01-26,2024-12-16,325,45764,city,heavy,108.17177588801809,32.415530044606314,2540,6,35.92414267339012,Diesel,normal,4.549334453890946,53,105.63289946133004,Red
Sedan,1720,2023-06-29,2024-04-20,296,56488,highway,light,106.72273720614469,57.83668450582686,2100,10,30.55611131562646,Petrol,calm,2.0385278859588047,74,80.8038262578937,Dark-Orange
LCV,2517,2024-03-29,2024-12-10,256,49628,mixed,heavy,103.17031942739624,80.93564555689139,2682,11,34.08540745957457,Diesel,aggressive,5.271801131862675,64,106.18819413693453,Dark-Orange
Sedan,2015,2024-12-07,2024-12-10,3,592,mixed,light,102.08102721252355,59.24877238830431,1926,23,36.99126707709199,Petrol,calm,1.9384884087011747,67,82.86732198016239,Green
LCV,2372,2024-01-18,2024-09-04,230,27081,highway,light,109.33883699765187,43.43193827684696,2423,31,28.221913492717754,Petrol,calm,6.021342724072322,33,105.3926697170375,Dark-Orange
Sedan,1363,2023-10-23,2024-05-03,193,6502,city,medium,83.2173045108199,63.96360469681263,2706,5,16.831694006788894,Petrol,aggressive,5.134892830652561,20,98.28627974082224,Dark-Orange
SUV,1398,2024-04-14,2024-04-17,3,244,offroad,medium,99.51850629403239,77.73019993536661,2502,25,39.50541576138072,Diesel,normal,6.1754507570464785,71,88.817664877559,Light-Green
Hatchback,1876,2023-06-13,2024-02-01,233,40868,mixed,heavy,109.75687399214209,49.562727112876885,2216,20,26.052896853965088,Petrol,calm,4.400934325710065,80,99.62427415951177,Orange
SUV,1859,2023-07-21,2024-01-21,184,32375,offroad,heavy,111.36428093381535,35.69584618794454,1938,35,44.60614390485115,Diesel,calm,5.71405000125802,32,103.63835073666115,Red
Sedan,1493,2023-09-19,2024-09-19,366,38752,highway,medium,114.0954412821281,99.10537258710715,2756,15,41.89225728354306,Petrol,normal,6.252781719984356,81,100.60149000105959,Red
Sedan,1549,2024-10-09,2024-11-23,45,1351,city,light,101.82080883393083,45.42632244782335,2327,35,43.54511638675128,Diesel,normal,4.688306996055243,37,113.63124844404429,Yellow
LCV,2185,2024-08-19,2024-12-11,114,21322,city,heavy,119.28552759789318,80.75196599003326,2950,32,39.253424458213324,Diesel,normal,2.2295295963065076,34,86.2980028164402,Dark-Orange
Hatchback,2412,2024-02-25,2024-04-24,59,7011,highway,medium,103.90011530874368,71.3041848502473,2888,29,44.39548494451459,Diesel,aggressive,2.7580364401790867,66,112.25238652334532,Yellow
Sedan,2264,2024-01-23,2024-11-20,302,15766,mixed,light,86.05741787749922,87.13035722078601,2407,19,29.99497995078137,CNG,normal,3.50681491800278,96,84.91874888617899,Dark-Orange
Bus,3281,2024-05-06,2024-10-11,158,16661,city,medium,91.73989614164604,88.00811130627508,3513,23,36.12421429898494,CNG,aggressive,3.0718974495192555,62,87.51224123747717,Yellow
Bus,4843,2024-11-28,2024-12-24,26,4820,highway,medium,93.61868382279677,93.8663461014351,2126,6,31.438287286226206,CNG,normal,2.8557558121040914,80,109.66100049906038,Green
LCV,2800,2023-02-10,2024-02-17,372,23725,highway,heavy,94.55314534088988,90.60988021161427,1910,24,28.725975004129257,CNG,normal,1.9003195738372636,37,95.29034809968813,Red
Sedan,1629,2023-04-09,2024-04-26,383,18067,city,medium,78.56817445711138,84.98494766051988,2802,29,43.51194463283581,CNG,aggressive,3.3491108546923765,41,108.36996410435022,Red
LCV,2367,2023-04-16,2024-01-04,263,35115,mixed,light,89.13978985380407,32.37949794766439,2993,30,29.658776812856555,CNG,aggressive,4.783912582537942,42,97.84789384217567,Dark-Orange
LCV,3588,2024-01-18,2024-12-26,343,46345,mixed,heavy,106.58285581719184,30.812169227004247,2038,10,18.661546891007966,Diesel,normal,4.527751301812806,85,88.74123131137904,Red
Truck,6928,2023-05-08,2024-05-23,381,10654,highway,medium,102.57942792692936,38.766550622589044,3166,9,36.41304438759696,Diesel,aggressive,5.742157685561005,88,89.5998240723758,Red
SUV,2006,2023-12-28,2024-09-27,274,43527,mixed,light,93.86436250046803,87.31793236214472,3834,12,37.60524647377167,CNG,aggressive,2.14105073967014,35,87.3142721289566,Dark-Orange
Sedan,1210,2024-04-08,2024-09-15,160,5340,highway,heavy,99.78182232508081,32.450369566103234,2755,37,23.957337669333732,Petrol,aggressive,6.314518909859279,41,99.2590813024357,Orange
SUV,1708,2023-08-11,2024-05-02,265,48197,offroad,heavy,92.92871536594016,93.75482096538965,2521,39,30.317710386925825,CNG,normal,4.783616699610279,25,85.17924895660849,Dark-Orange
Hatchback,1640,2023-06-12,2024-03-20,282,14395,offroad,medium,97.52454258701958,47.84771597569592,3281,15,27.001781267538906,Petrol,aggressive,1.4578974187081502,52,98.67839846675855,Red
Bus,4173,2024-08-02,2024-09-07,36,4666,offroad,heavy,97.03656283855219,87.43557457476794,3738,15,27.590594177298502,CNG,aggressive,1.844202754944427,75,97.90314355450062,Yellow
Sedan,1358,2023-08-06,2024-05-04,272,8404,mixed,light,78.1140955366096,93.64717724432211,3059,14,41.06566111700923,Diesel,aggressive,2.2417100780089,21,88.22299206918622,Red
Sedan,1975,2023-12-25,2024-02-26,63,2733,offroad,heavy,114.17214301044534,68.60795623789562,2122,11,41.89710729896201,Diesel,calm,1.9391107913030692,69,89.38438690821843,Yellow
Bus,7355,2024-02-27,2024-09-20,206,20724,highway,medium,94.52970248861926,38.845785185597165,3275,22,16.58593876327015,Petrol,aggressive,4.989806000259251,67,99.76258454630886,Dark-Orange
Sedan,2446,2023-12-02,2024-07-23,234,10480,offroad,medium,88.93145493080853,95.9173906616321,2268,24,34.069057447743745,CNG,normal,1.4781825669929427,59,89.22801745660784,Orange
Hatchback,1384,2024-09-25,2024-11-03,39,5798,city,light,77.96047922983267,50.00956050150978,2451,36,39.250407563377834,CNG,calm,1.0588207527392715,74,108.02057139658821,Yellow
Sedan,2182,2023-09-02,2024-08-17,350,69863,city,medium,81.65644013793039,88.19781938354826,2514,32,36.07775141320932,Petrol,aggressive,5.123173738999913,51,116.40950922200899,Red
Truck,7990,2023-06-05,2024-01-20,229,44261,highway,light,109.51615756898427,96.67385215732052,2665,36,26.372842975814038,Petrol,normal,3.0530603441112203,34,86.82855086022303,Dark-Orange
Bus,5046,2023-09-02,2024-09-28,392,67809,offroad,medium,84.28862064955804,74.18235175176662,2606,18,42.69169098991598,Diesel,normal,6.110099536419756,85,104.25474983173436,Red
LCV,3827,2024-02-22,2024-10-28,249,5210,city,heavy,91.51391329197429,54.48051893944843,2181,30,25.635969715311468,Diesel,normal,1.5573577833877574,82,87.20502080849721,Dark-Orange
Sedan,2041,2024-02-13,2024-02-16,3,118,offroad,light,91.7457883414506,92.45353700781422,2898,22,18.260849786408823,Diesel,normal,3.4121463791246565,76,80.66420052122774,Green
Hatchback,2088,2023-01-14,2024-01-12,363,17318,highway,medium,96.24835005439138,93.06984672108634,1664,17,43.4512751875732,Petrol,calm,6.278343693605333,54,84.04840905397812,Red
LCV,3638,2024-09-19,2024-11-23,65,4662,mixed,heavy,113.39568704524302,37.68129488108681,2720,6,18.7837073554565,CNG,aggressive,2.892663029953875,21,104.22352265175967,Orange
Bus,5802,2023-07-09,2024-07-20,377,4345,mixed,medium,77.89152139150721,60.026635507809445,2112,37,20.60580706211927,Diesel,normal,2.546263595797135,34,105.2458381967513,Red
Bus,5026,2024-04-22,2024-11-27,219,10445,city,heavy,103.275205502414,89.84103427368204,3788,14,21.8815257669526,CNG,aggressive,1.7276269697178706,24,86.50693128969476,Dark-Orange
Sedan,2073,2023-10-10,2024-01-20,102,2782,city,medium,85.72560812909573,74.331698258286,2973,19,25.085335543619657,Diesel,aggressive,3.63557380689251,85,89.94754897457034,Yellow
SUV,1823,2023-08-07,2024-02-09,186,11774,offroad,heavy,92.07888620459731,33.64914459161574,2262,25,21.359326530691302,Diesel,calm,3.5963199029928177,97,80.37505952719147,Dark-Orange
LCV,2744,2024-04-14,2024-06-10,57,1619,city,heavy,99.00533170044613,55.29694744948477,2297,38,33.14141423365301,CNG,calm,2.3103872096267777,55,86.19165913256828,Light-Green
SUV,1467,2024-01-21,2024-11-24,308,10123,highway,light,108.1413183947689,68.26053159930352,2502,24,36.76051977445152,CNG,normal,6.443045382838205,45,95.21123793471635,Dark-Orange
Sedan,1592,2023-07-20,2024-07-18,364,21104,offroad,medium,109.21489740514211,34.73959471134427,3358,38,42.93996981213485,Diesel,aggressive,3.771281852199647,22,83.58421588642477,Red
Sedan,1793,2023-12-19,2024-01-19,31,4988,highway,heavy,122.3822411486594,41.586275403515586,2843,29,31.874957705893852,Diesel,normal,3.146357955073336,97,86.3429600170133,Yellow
Sedan,2371,2023-04-29,2024-04-19,356,4159,mixed,heavy,101.41166379737825,45.42354293723,3950,22,31.564527627625328,CNG,aggressive,1.94110003286311,25,96.59323564714562,Red
Bus,4213,2023-12-19,2024-05-05,138,24280,city,heavy,98.7248219590852,54.32233292078824,2119,28,24.736856166253865,Petrol,calm,6.205353050530251,90,85.57745232698481,Orange
Truck,5415,2023-07-18,2024-06-02,320,52808,offroad,light,90.90178041991545,67.61720862993769,2994,11,36.6780658243082,CNG,normal,4.7846346505053,52,111.79395800800215,Dark-Orange
Truck,4688,2024-02-24,2024-08-08,166,10137,mixed,light,100.54341666713367,60.37324939522743,1651,35,17.810731864562893,Diesel,calm,1.998324491282147,43,103.54592956738416,Orange
Sedan,1586,2023-10-09,2024-10-16,373,16515,offroad,light,114.15884852530563,78.11567777803202,1692,9,19.305670799027833,Diesel,calm,3.3451726686127192,78,106.81958692207303,Red
LCV,2205,2024-10-08,2024-12-17,70,10365,city,heavy,94.54002435498445,30.948644231566806,1889,13,22.450288333770104,Petrol,normal,1.4597755035170215,38,113.84731551329362,Yellow
SUV,1417,2024-04-04,2024-09-24,173,29758,city,light,101.58851131573165,92.46732042061413,2134,24,24.952689590806152,Petrol,normal,1.849823279983913,27,94.02342534975291,Yellow
Hatchback,2485,2024-08-25,2024-09-04,10,1667,city,heavy,106.26881841703383,39.9284518516416,2434,19,15.720026096703515,Diesel,calm,3.3492448823124676,38,90.23430898932074,Light-Green
Bus,6151,2024-09-27,2024-11-23,57,5896,city,light,87.50577664129545,73.09877375782084,2042,28,42.69958822236259,Petrol,normal,6.059304818260846,25,97.93840113710529,Yellow
Truck,5743,2023-10-25,2024-10-06,347,31506,offroad,heavy,118.34251649243348,55.83787489907241,2343,9,38.665683791528366,Diesel,normal,5.7394268634320955,39,103.68833226082813,Red
Sedan,1999,2023-12-24,2024-08-24,244,40207,city,heavy,90.65113517115941,99.63401778733359,2872,29,25.578262728299748,Diesel,aggressive,3.718135620140108,81,103.40917266955331,Dark-Orange
Bus,5731,2023-04-27,2024-03-26,334,61825,mixed,medium,93.8561534038333,64.48209842498011,2898,19,26.538817603204635,CNG,normal,4.195301655173791,73,93.44310809094962,Red
Bus,4796,2024-08-05,2024-12-03,120,9446,highway,light,92.92334905062313,37.71094191201341,3215,28,40.462544973789704,Diesel,aggressive,5.767248796541675,37,86.75580750753073,Dark-Orange
Truck,6449,2023-12-15,2024-04-07,114,2350,highway,light,87.33849546666889,78.72857740181627,3369,28,16.62250035287479,CNG,aggressive,1.5830540705107912,94,77.58196034795739,Orange
Truck,4295,2023-07-02,2024-01-05,187,6889,highway,light,108.2523284478267,83.57923926986541,3462,13,37.44321372973547,Petrol,aggressive,4.8421015904710565,58,98.68203172666323,Orange
LCV,3600,2024-11-17,2024-11-23,6,386,highway,light,97.88187799098048,41.22441515893288,1905,32,35.39710632299824,CNG,calm,5.817870825518897,90,102.47978041488409,Light-Green
Truck,7111,2024-01-28,2024-05-23,116,10497,highway,medium,97.72534016876483,82.01943170152974,3320,8,21.567192388837995,Petrol,aggressive,2.010315749971399,91,96.17791916772688,Yellow
SUV,2159,2023-09-12,2024-08-11,334,44074,mixed,light,97.63265184944694,43.63114125202871,2022,11,17.33425729633159,Petrol,normal,4.31754591899652,62,75.9817100940909,Red
Hatchback,1533,2024-08-02,2024-09-04,33,1658,city,medium,82.06040719407508,95.04413360555228,2992,22,17.551180640607285,Petrol,aggressive,4.1356752634523986,25,94.73087627088493,Yellow
LCV,2093,2023-11-25,2024-01-11,47,8895,city,medium,92.50756291166641,52.0130709754598,2600,27,44.21552228842308,Diesel,normal,4.864612457981522,32,95.56124837450342,Yellow
Truck,3827,2023-08-27,2024-09-26,396,15260,mixed,medium,85.1541783336014,40.60764676158263,1974,10,41.55611618443267,CNG,calm,1.5130997578837022,49,114.02883272142893,Red
Bus,4153,2024-03-25,2024-12-06,256,27672,offroad,medium,91.41416330762652,95.80987960221694,1881,29,22.17331883508428,Petrol,normal,6.483552238770796,97,77.62494011618605,Dark-Orange
Sedan,2361,2024-09-28,2024-11-16,49,7982,highway,medium,97.0100076975761,41.880234743534906,1802,15,17.044855195310113,CNG,calm,4.170813933002244,65,78.12302345402306,Light-Green
Sedan,2143,2024-01-06,2024-05-16,131,20304,mixed,heavy,118.89141254351733,55.44304773308506,1793,30,27.27099691115341,Petrol,calm,4.40825926917993,36,95.55376124593604,Orange
Truck,5569,2023-06-20,2024-06-03,349,30888,mixed,medium,96.72148033388038,75.07067497070213,2258,20,35.99235888300129,CNG,calm,4.084402218786524,39,107.76369845452642,Red
Sedan,2367,2024-06-21,2024-07-28,37,1938,mixed,heavy,102.73056068828897,93.00885608256073,2752,11,17.574676390053337,Petrol,normal,5.024779678105681,70,103.88229276369668,Light-Green
Hatchback,1332,2023-08-07,2024-06-11,309,31640,mixed,light,76.33988186029973,40.90187822578368,2762,14,34.206491458446564,Diesel,normal,2.7610264057303677,24,109.57337600020847,Red
LCV,2127,2023-11-19,2024-06-26,220,43103,highway,light,115.17928973422035,48.88936771187923,2150,16,17.507738502712076,Petrol,calm,1.3809247725194633,71,77.85981890143296,Orange
Bus,6698,2024-03-30,2024-07-17,109,14958,offroad,light,110.60882352275887,97.4356038326198,1804,15,20.95815927146589,Petrol,calm,6.180679044165133,81,91.64247962640762,Orange
Bus,4316,2024-06-16,2024-12-14,181,33194,mixed,light,81.94959921928722,80.59065779117773,3684,14,24.71197724284148,CNG,aggressive,6.425023708710603,60,75.49653724035412,Dark-Orange
LCV,3912,2023-10-06,2024-03-16,162,5116,mixed,medium,75.12869119337462,61.53912772262589,2757,33,34.16749186131153,CNG,aggressive,4.181073591380963,24,82.65179701968852,Orange
Sedan,2060,2023-11-18,2024-12-18,396,16457,mixed,light,108.33319084115747,98.02211536149663,2090,5,26.10769245336488,Diesel,calm,3.0008694945950203,58,106.38292197692238,Red
Truck,4021,2024-01-19,2024-12-16,332,66339,mixed,medium,103.98650511344034,59.80944370196676,2487,12,42.79046576674591,Diesel,normal,3.523529606730564,67,87.14024872312655,Red
Truck,6570,2023-08-08,2024-07-10,337,47457,mixed,heavy,110.96453310463862,89.9898087005746,2679,11,17.689138200050127,Diesel,aggressive,1.0903457134174706,72,86.12807236530959,Red
Truck,7462,2023-07-09,2024-02-21,227,23979,city,heavy,95.18429195394424,68.61115386095335,2034,17,40.690278962904415,Diesel,normal,6.2280332273574395,64,118.00685675755712,Dark-Orange
LCV,3859,2023-11-10,2024-11-23,379,32292,offroad,light,90.95313834720285,51.51776804546931,2649,20,15.124726720196136,CNG,normal,5.999824779332143,24,75.54355227141558,Red
Sedan,1966,2023-09-14,2024-09-27,379,46992,offroad,light,93.19899218801044,43.486228236099734,2605,8,39.03994938700058,CNG,normal,4.178194886893506,36,111.7828269827599,Red
Bus,4423,2023-10-21,2024-07-11,264,10587,highway,light,98.96340731466101,84.89969057918229,2363,21,40.12013633986685,CNG,calm,1.8747924284476907,61,83.06434425354233,Orange
LCV,2023,2024-01-27,2024-11-25,303,11841,city,heavy,107.287366990224,61.75943832406715,2146,27,20.596655139264882,Diesel,calm,4.5888749579973585,48,90.74645992508962,Red
Sedan,1974,2024-04-26,2024-05-22,26,1618,highway,heavy,124.24663004206775,94.90393177950837,2751,11,19.255061585261604,Petrol,aggressive,2.4409707070911404,43,83.18965044732828,Light-Green
Hatchback,1625,2023-10-27,2024-07-04,251,40444,mixed,light,77.6709439781335,78.11354875112696,3268,25,34.00655394233072,Diesel,aggressive,3.4798319112287444,40,81.29322525453884,Dark-Orange
SUV,1565,2024-01-01,2024-11-19,323,40460,city,light,91.93688474462972,72.98034974932298,2919,5,19.751648050937476,Diesel,normal,5.079332559553948,35,81.74958408783284,Dark-Orange
SUV,2297,2023-04-30,2024-01-17,262,40500,highway,medium,77.4180668492727,35.84099323259348,2208,13,23.02771596767004,Petrol,calm,3.648661796717393,31,87.19936828898582,Dark-Orange
Truck,5411,2023-12-15,2024-08-24,253,23491,mixed,light,81.92567552661158,89.22250443780453,2234,22,43.856138972824645,Diesel,calm,1.565920306072126,95,93.84647479546202,Orange
Bus,6996,2023-12-12,2024-07-15,216,26633,offroad,medium,100.54847751113633,69.69994243013922,1882,9,28.482101522516245,CNG,calm,5.891973273349405,85,83.85722812667805,Orange
LCV,2601,2023-12-02,2024-10-27,330,62888,offroad,medium,84.5234598786405,85.36274606744976,1866,20,17.17920993607882,Petrol,calm,4.613250363946942,67,80.07638865920163,Dark-Orange
Hatchback,1450,2023-01-24,2024-01-11,352,4249,offroad,light,111.82081947908647,69.3148408430551,3289,23,33.05405733261448,Diesel,aggressive,3.8999429881278336,33,94.6335545162238,Red
Bus,7979,2024-01-15,2024-11-03,293,52624,mixed,heavy,110.45031073075148,33.476181970467884,2811,36,16.403755319921608,Diesel,normal,2.509284982955492,35,81.05464105950136,Red
Hatchback,2410,2023-09-17,2024-07-08,295,4142,city,heavy,114.75116820985522,88.91500046610645,1912,7,41.874885752827,CNG,calm,6.049189656237701,25,86.9713683296866,Red
LCV,2194,2024-02-21,2024-07-24,154,9576,offroad,medium,107.04965622785926,33.295093979931806,3111,34,29.800098728091783,Petrol,aggressive,4.526034245784125,35,104.50764751498932,Dark-Orange
Truck,3841,2023-12-15,2024-01-08,24,4004,highway,light,102.61228015237153,36.16117040351911,3982,28,39.484428518164286,Diesel,aggressive,3.956571030934212,20,116.37401118586476,Yellow
Hatchback,1288,2023-08-31,2024-02-02,155,3759,offroad,heavy,92.52794146192362,62.248563381978116,2058,25,40.85684697657857,CNG,normal,5.141691548472021,72,103.97398015008139,Orange
Truck,7322,2023-08-19,2024-04-19,244,33096,offroad,medium,85.54218847956507,50.73639318195504,1969,27,31.755457036690878,CNG,normal,5.800797826298099,46,99.3237772787406,Dark-Orange
SUV,2212,2024-01-01,2024-01-07,6,824,mixed,medium,78.65871512827094,44.60630206003545,2880,37,40.753765027230756,Petrol,normal,5.182683771059644,59,106.35082604311971,Green
Truck,3865,2023-09-04,2024-03-08,186,15486,mixed,heavy,109.1802718095002,49.448690411571995,1668,24,43.54483787786172,CNG,calm,4.174832553163963,33,88.9171030536676,Dark-Orange
Bus,3902,2023-08-10,2024-04-01,235,10700,city,medium,90.84243206172056,48.59051077278579,3627,10,25.632805026651987,CNG,aggressive,2.166363141152339,70,92.5766637182213,Orange
Truck,5733,2023-08-29,2024-01-15,139,11155,city,heavy,114.42001482643673,43.26147435745929,2861,22,30.886882604833275,Diesel,aggressive,3.714889249596011,75,79.32017412263205,Orange
Sedan,1427,2024-03-08,2024-04-04,27,4861,offroad,light,80.80076983919056,73.4154518616636,3966,30,26.757242692906875,Petrol,aggressive,1.5571734958096264,54,92.3310081079579,Light-Green
Sedan,1616,2024-01-26,2024-06-21,147,21184,offroad,heavy,101.7767668097146,81.73635252842823,2373,20,20.1069772202773,Petrol,calm,4.747933666273955,41,90.55574663860796,Yellow
Sedan,1226,2024-04-11,2024-11-16,219,16089,highway,medium,107.30299965818574,71.58036086447578,2492,35,32.49476574383821,Petrol,calm,3.685690375437602,51,91.53988855949424,Orange
SUV,1235,2024-05-27,2024-10-22,148,24970,highway,light,93.02294411877554,61.68314467628545,2252,27,44.69379355290124,Petrol,calm,2.4153673175628994,82,88.46129721317989,Yellow
Hatchback,1816,2024-03-21,2024-12-11,265,41647,mixed,light,93.17581151044028,74.78602172025225,2802,31,40.68796572541943,Diesel,aggressive,4.626518022026708,38,87.81085092475865,Dark-Orange
Truck,6528,2023-05-23,2024-06-07,381,10272,mixed,heavy,117.48805651359538,92.94549676677086,2720,38,20.248567446762916,Petrol,normal,6.006800344101078,64,109.99008385452126,Red
LCV,3935,2024-02-03,2024-05-10,97,1727,offroad,heavy,121.42853162088173,54.28984701773969,2025,5,29.96781056983017,Petrol,normal,4.770396849581756,79,104.0641690785042,Orange
Hatchback,2477,2024-07-01,2024-09-22,83,5618,offroad,light,93.05828939574607,87.78294206794361,1626,8,29.650993266512785,Diesel,calm,1.0279963602630462,65,98.10886602248141,Yellow
SUV,1302,2023-11-08,2024-05-05,179,31675,highway,light,87.32308031487668,60.243554867548774,1965,23,21.565732963115725,CNG,normal,3.6024777228470235,65,83.70549767024679,Yellow
Bus,6164,2024-05-24,2024-07-13,50,8983,offroad,heavy,109.75079754037182,70.4717192034598,2199,17,22.500613362123985,Diesel,calm,3.2897176708918865,45,86.39315857476149,Yellow
Truck,6777,2024-02-27,2024-09-06,192,30462,mixed,light,90.46654659729204,51.92823235144512,3903,27,29.051366229547675,Petrol,aggressive,3.3521804404708675,73,108.65064225613364,Dark-Orange
LCV,2056,2023-08-06,2024-09-01,392,35270,highway,heavy,110.25129358941825,92.99386895887719,2398,23,16.606080775410348,Diesel,calm,5.648090382364588,36,89.16250287056604,Red
Truck,6770,2023-12-06,2024-01-03,28,1717,city,medium,103.76790467776502,69.58103801088595,2207,26,40.92942373324888,CNG,calm,1.667934746091076,94,105.99808920210782,Green
SUV,1619,2023-11-23,2024-09-05,287,43245,mixed,light,97.38838448993079,40.83428465621512,3786,24,36.57426126058965,Petrol,aggressive,6.150921646769936,82,98.8352360220194,Red
SUV,1200,2024-01-19,2024-03-20,61,6634,highway,light,80.92101848560262,57.34997253042252,2049,24,27.136720080014953,Petrol,normal,6.404829464944017,50,104.46022812031575,Light-Green
Truck,5132,2024-03-12,2024-10-22,224,38812,city,medium,75.75802573165502,39.91803293897589,3846,20,20.123264754902195,Petrol,aggressive,5.079155961781424,89,82.01228642214495,Dark-Orange
LCV,2593,2024-04-01,2024-05-22,51,9803,mixed,medium,88.69162271547114,78.835689246579,2019,34,27.50689405504471,CNG,normal,3.3365812585869126,23,84.91977770624965,Yellow
SUV,2355,2023-09-08,2024-07-01,297,20054,mixed,light,91.37674876216684,80.61456875566029,1783,5,44.452610572795834,Diesel,calm,2.9676121454947517,84,91.4028100987631,Dark-Orange
Truck,6199,2024-06-06,2024-09-03,89,11981,offroad,heavy,106.89397969148227,49.48381010403681,3848,24,42.70430812103943,CNG,aggressive,1.3751556019401558,81,92.8958188351083,Yellow
Bus,4477,2024-02-07,2024-10-23,259,40747,offroad,light,101.41707067871661,70.91452571170964,2626,9,16.347873962563686,CNG,normal,5.686171513280468,40,83.10965086056974,Orange
Bus,3870,2023-12-23,2024-08-22,243,17373,highway,heavy,122.15750893167336,82.90697118738578,1930,9,16.85779935387603,Petrol,calm,2.377661169540925,24,105.36688179271674,Dark-Orange
Hatchback,2442,2024-11-12,2024-11-27,15,2782,offroad,light,98.105721742187,70.16457631403784,2209,17,22.574848269917744,CNG,normal,3.4063316973572193,56,82.89237888188471,Green
Bus,4327,2023-10-31,2024-07-27,270,44184,highway,light,103.70563070890451,44.24777271096962,2329,13,41.798730344750645,CNG,calm,2.977585511350044,72,103.53523757196947,Orange
Hatchback,1579,2023-11-18,2024-11-24,372,49112,mixed,light,103.96515087470897,65.0595199663,3230,40,40.60264799100314,Petrol,aggressive,5.408777392427256,76,93.72409347915085,Red
SUV,2365,2023-01-01,2024-02-05,400,43310,city,light,76.80176530817252,67.8376616028278,1523,19,39.6398341523001,Diesel,calm,2.594430640880043,52,92.24397629718553,Red
Sedan,1789,2023-04-30,2024-02-18,294,16424,offroad,medium,103.02604042382441,70.7940758240857,2459,21,34.59696002974615,CNG,calm,1.177510990643865,73,84.13083867742041,Dark-Orange
Hatchback,1321,2023-06-01,2024-03-07,280,46251,offroad,heavy,110.96961171235986,72.70011975777416,2355,7,25.375367175278672,Petrol,calm,1.3891970271206855,73,102.05949351317261,Red
SUV,2329,2024-03-20,2024-08-05,138,20345,city,light,82.88357643605615,54.51803781245715,3478,24,38.446255143694614,Diesel,aggressive,5.8204739044834755,49,76.30407965076839,Orange
Sedan,2294,2024-04-17,2024-10-28,194,27076,city,heavy,97.3216457572077,38.76661755204428,2218,32,31.48634772101874,Diesel,calm,1.6357075974996436,35,116.22548107492457,Dark-Orange
Hatchback,1920,2023-09-01,2024-04-11,223,41128,highway,light,79.4823925973785,82.67983445661868,3598,7,44.72816209534565,Petrol,aggressive,1.0819420799829582,51,104.20788297472502,Dark-Orange
Sedan,2098,2024-02-17,2024-03-10,22,1533,highway,medium,95.49948098494343,75.96131984424791,2656,21,43.151104273716996,Petrol,aggressive,2.1322352865495593,65,115.00500771575722,Green
LCV,3460,2023-04-09,2024-05-12,399,45792,highway,heavy,109.99643842473482,93.02977642981983,2795,22,17.353382305105388,Diesel,normal,6.016270669208639,86,90.48784402163722,Red
Sedan,1451,2024-04-13,2024-06-24,72,1210,highway,heavy,116.49006550768885,88.54276442798178,3053,22,32.647204708496474,Diesel,aggressive,2.6522706601730257,30,85.63594382901276,Orange
LCV,3014,2023-07-17,2024-01-28,195,16201,city,light,81.45493789089768,60.17594752665188,1907,24,15.939182983685097,Petrol,normal,5.196479711032844,23,106.8518900968572,Dark-Orange
Hatchback,1737,2023-09-16,2024-10-07,387,5880,mixed,medium,101.33402516692243,86.51776870820458,3633,29,43.574207809857356,CNG,aggressive,6.128599827951434,56,114.42775398514274,Red
LCV,2868,2024-01-08,2024-10-24,290,45272,offroad,light,110.34379685017262,39.23108990147622,1831,22,38.987667713150095,Diesel,normal,6.230319775709216,30,117.67160523068671,Red
Hatchback,1891,2024-09-24,2024-10-13,19,2412,offroad,medium,110.48751503655112,72.5599423115234,2054,24,32.053232266182405,CNG,normal,2.765441653117529,53,104.66574338270317,Light-Green
LCV,2947,2024-01-11,2024-01-15,4,394,offroad,medium,83.21033585888955,95.71839806115837,3066,40,24.42079602628051,CNG,aggressive,1.3522391835035181,43,84.03024354434899,Light-Green
Hatchback,1731,2024-04-11,2024-08-05,116,15052,highway,heavy,96.53209910716906,65.47034301042495,1950,25,16.258667607622083,CNG,calm,4.945467332405882,27,118.2293440967782,Orange
